Group	Cluster18S_1	Cluster18S_10	Cluster18S_1000	Cluster18S_1005	Cluster18S_1006	Cluster18S_1007	Cluster18S_1011	Cluster18S_1018	Cluster18S_102	Cluster18S_1020	Cluster18S_1021	Cluster18S_1023	Cluster18S_1024	Cluster18S_1026	Cluster18S_103	Cluster18S_1034	Cluster18S_1035	Cluster18S_1038	Cluster18S_104	Cluster18S_1040	Cluster18S_1046	Cluster18S_1047	Cluster18S_1048	Cluster18S_105	Cluster18S_1050	Cluster18S_1052	Cluster18S_1057	Cluster18S_106	Cluster18S_1068	Cluster18S_107	Cluster18S_1070	Cluster18S_1071	Cluster18S_1072	Cluster18S_1074	Cluster18S_1075	Cluster18S_1077	Cluster18S_108	Cluster18S_1081	Cluster18S_1082	Cluster18S_1087	Cluster18S_1090	Cluster18S_1091	Cluster18S_1092	Cluster18S_1093	Cluster18S_1095	Cluster18S_1097	Cluster18S_11	Cluster18S_1102	Cluster18S_111	Cluster18S_1113	Cluster18S_1114	Cluster18S_1115	Cluster18S_1117	Cluster18S_1119	Cluster18S_112	Cluster18S_1120	Cluster18S_1124	Cluster18S_1125	Cluster18S_1129	Cluster18S_113	Cluster18S_1132	Cluster18S_1133	Cluster18S_1134	Cluster18S_1135	Cluster18S_1136	Cluster18S_114	Cluster18S_1140	Cluster18S_1143	Cluster18S_1144	Cluster18S_1150	Cluster18S_1153	Cluster18S_1157	Cluster18S_1160	Cluster18S_1161	Cluster18S_1162	Cluster18S_1164	Cluster18S_1166	Cluster18S_117	Cluster18S_1170	Cluster18S_1171	Cluster18S_1178	Cluster18S_118	Cluster18S_1181	Cluster18S_1182	Cluster18S_1183	Cluster18S_1184	Cluster18S_1186	Cluster18S_1187	Cluster18S_1188	Cluster18S_1190	Cluster18S_1191	Cluster18S_1192	Cluster18S_1194	Cluster18S_1196	Cluster18S_12	Cluster18S_1201	Cluster18S_1204	Cluster18S_1207	Cluster18S_121	Cluster18S_1216	Cluster18S_1217	Cluster18S_1221	Cluster18S_123	Cluster18S_1236	Cluster18S_1237	Cluster18S_124	Cluster18S_1240	Cluster18S_1241	Cluster18S_1248	Cluster18S_1249	Cluster18S_125	Cluster18S_1252	Cluster18S_1255	Cluster18S_126	Cluster18S_1264	Cluster18S_1271	Cluster18S_1275	Cluster18S_1279	Cluster18S_1281	Cluster18S_1284	Cluster18S_1289	Cluster18S_129	Cluster18S_1291	Cluster18S_1292	Cluster18S_1294	Cluster18S_1295	Cluster18S_13	Cluster18S_130	Cluster18S_1300	Cluster18S_1307	Cluster18S_1310	Cluster18S_1312	Cluster18S_1314	Cluster18S_1329	Cluster18S_133	Cluster18S_1330	Cluster18S_1331	Cluster18S_1344	Cluster18S_135	Cluster18S_1350	Cluster18S_137	Cluster18S_1370	Cluster18S_1373	Cluster18S_1379	Cluster18S_138	Cluster18S_1381	Cluster18S_1388	Cluster18S_1389	Cluster18S_139	Cluster18S_1391	Cluster18S_1396	Cluster18S_1398	Cluster18S_1399	Cluster18S_14	Cluster18S_140	Cluster18S_1408	Cluster18S_141	Cluster18S_1415	Cluster18S_142	Cluster18S_143	Cluster18S_1431	Cluster18S_1436	Cluster18S_144	Cluster18S_145	Cluster18S_1453	Cluster18S_146	Cluster18S_1468	Cluster18S_147	Cluster18S_148	Cluster18S_1484	Cluster18S_1489	Cluster18S_149	Cluster18S_1490	Cluster18S_15	Cluster18S_150	Cluster18S_1507	Cluster18S_152	Cluster18S_153	Cluster18S_1539	Cluster18S_154	Cluster18S_1544	Cluster18S_1549	Cluster18S_155	Cluster18S_156	Cluster18S_1566	Cluster18S_1575	Cluster18S_158	Cluster18S_1583	Cluster18S_159	Cluster18S_1594	Cluster18S_1596	Cluster18S_16	Cluster18S_160	Cluster18S_161	Cluster18S_162	Cluster18S_1625	Cluster18S_163	Cluster18S_1632	Cluster18S_1638	Cluster18S_164	Cluster18S_165	Cluster18S_166	Cluster18S_168	Cluster18S_1688	Cluster18S_169	Cluster18S_1691	Cluster18S_17	Cluster18S_170	Cluster18S_171	Cluster18S_172	Cluster18S_173	Cluster18S_1742	Cluster18S_1747	Cluster18S_1748	Cluster18S_175	Cluster18S_176	Cluster18S_1765	Cluster18S_1769	Cluster18S_177	Cluster18S_178	Cluster18S_1786	Cluster18S_179	Cluster18S_1790	Cluster18S_18	Cluster18S_180	Cluster18S_182	Cluster18S_1822	Cluster18S_183	Cluster18S_1836	Cluster18S_184	Cluster18S_185	Cluster18S_1852	Cluster18S_186	Cluster18S_187	Cluster18S_188	Cluster18S_1883	Cluster18S_19	Cluster18S_190	Cluster18S_1904	Cluster18S_1910	Cluster18S_192	Cluster18S_193	Cluster18S_194	Cluster18S_1941	Cluster18S_195	Cluster18S_196	Cluster18S_197	Cluster18S_198	Cluster18S_199	Cluster18S_2	Cluster18S_20	Cluster18S_201	Cluster18S_202	Cluster18S_2021	Cluster18S_2025	Cluster18S_203	Cluster18S_204	Cluster18S_205	Cluster18S_2062	Cluster18S_2076	Cluster18S_208	Cluster18S_21	Cluster18S_210	Cluster18S_212	Cluster18S_2128	Cluster18S_213	Cluster18S_216	Cluster18S_218	Cluster18S_219	Cluster18S_22	Cluster18S_220	Cluster18S_222	Cluster18S_225	Cluster18S_227	Cluster18S_228	Cluster18S_23	Cluster18S_230	Cluster18S_233	Cluster18S_234	Cluster18S_2341	Cluster18S_235	Cluster18S_237	Cluster18S_238	Cluster18S_239	Cluster18S_24	Cluster18S_2407	Cluster18S_241	Cluster18S_243	Cluster18S_244	Cluster18S_245	Cluster18S_247	Cluster18S_248	Cluster18S_249	Cluster18S_25	Cluster18S_250	Cluster18S_2503	Cluster18S_251	Cluster18S_252	Cluster18S_253	Cluster18S_254	Cluster18S_255	Cluster18S_257	Cluster18S_2577	Cluster18S_26	Cluster18S_2604	Cluster18S_261	Cluster18S_262	Cluster18S_264	Cluster18S_265	Cluster18S_269	Cluster18S_27	Cluster18S_270	Cluster18S_271	Cluster18S_273	Cluster18S_275	Cluster18S_276	Cluster18S_277	Cluster18S_28	Cluster18S_280	Cluster18S_282	Cluster18S_283	Cluster18S_284	Cluster18S_285	Cluster18S_2851	Cluster18S_286	Cluster18S_287	Cluster18S_29	Cluster18S_291	Cluster18S_292	Cluster18S_294	Cluster18S_295	Cluster18S_298	Cluster18S_3	Cluster18S_30	Cluster18S_300	Cluster18S_301	Cluster18S_302	Cluster18S_3024	Cluster18S_304	Cluster18S_307	Cluster18S_31	Cluster18S_310	Cluster18S_3107	Cluster18S_312	Cluster18S_313	Cluster18S_3138	Cluster18S_314	Cluster18S_315	Cluster18S_316	Cluster18S_317	Cluster18S_3174	Cluster18S_319	Cluster18S_32	Cluster18S_323	Cluster18S_324	Cluster18S_326	Cluster18S_327	Cluster18S_328	Cluster18S_33	Cluster18S_330	Cluster18S_331	Cluster18S_332	Cluster18S_333	Cluster18S_334	Cluster18S_335	Cluster18S_34	Cluster18S_340	Cluster18S_343	Cluster18S_344	Cluster18S_345	Cluster18S_347	Cluster18S_348	Cluster18S_349	Cluster18S_35	Cluster18S_350	Cluster18S_351	Cluster18S_353	Cluster18S_355	Cluster18S_357	Cluster18S_358	Cluster18S_359	Cluster18S_36	Cluster18S_361	Cluster18S_362	Cluster18S_363	Cluster18S_364	Cluster18S_365	Cluster18S_367	Cluster18S_37	Cluster18S_370	Cluster18S_371	Cluster18S_372	Cluster18S_373	Cluster18S_375	Cluster18S_376	Cluster18S_377	Cluster18S_38	Cluster18S_384	Cluster18S_386	Cluster18S_389	Cluster18S_393	Cluster18S_396	Cluster18S_399	Cluster18S_4	Cluster18S_40	Cluster18S_402	Cluster18S_403	Cluster18S_404	Cluster18S_406	Cluster18S_41	Cluster18S_413	Cluster18S_414	Cluster18S_417	Cluster18S_418	Cluster18S_42	Cluster18S_422	Cluster18S_423	Cluster18S_426	Cluster18S_429	Cluster18S_43	Cluster18S_4308	Cluster18S_431	Cluster18S_432	Cluster18S_434	Cluster18S_435	Cluster18S_436	Cluster18S_437	Cluster18S_44	Cluster18S_445	Cluster18S_447	Cluster18S_45	Cluster18S_450	Cluster18S_451	Cluster18S_452	Cluster18S_453	Cluster18S_455	Cluster18S_456	Cluster18S_457	Cluster18S_458	Cluster18S_459	Cluster18S_46	Cluster18S_461	Cluster18S_462	Cluster18S_463	Cluster18S_465	Cluster18S_468	Cluster18S_469	Cluster18S_47	Cluster18S_470	Cluster18S_471	Cluster18S_474	Cluster18S_475	Cluster18S_476	Cluster18S_478	Cluster18S_48	Cluster18S_482	Cluster18S_484	Cluster18S_487	Cluster18S_489	Cluster18S_49	Cluster18S_491	Cluster18S_497	Cluster18S_498	Cluster18S_499	Cluster18S_5	Cluster18S_50	Cluster18S_500	Cluster18S_501	Cluster18S_502	Cluster18S_504	Cluster18S_506	Cluster18S_509	Cluster18S_51	Cluster18S_510	Cluster18S_511	Cluster18S_512	Cluster18S_513	Cluster18S_516	Cluster18S_519	Cluster18S_52	Cluster18S_522	Cluster18S_524	Cluster18S_526	Cluster18S_527	Cluster18S_529	Cluster18S_53	Cluster18S_536	Cluster18S_538	Cluster18S_54	Cluster18S_541	Cluster18S_544	Cluster18S_547	Cluster18S_548	Cluster18S_55	Cluster18S_551	Cluster18S_552	Cluster18S_553	Cluster18S_555	Cluster18S_556	Cluster18S_56	Cluster18S_560	Cluster18S_561	Cluster18S_562	Cluster18S_566	Cluster18S_568	Cluster18S_57	Cluster18S_570	Cluster18S_571	Cluster18S_574	Cluster18S_577	Cluster18S_578	Cluster18S_579	Cluster18S_58	Cluster18S_580	Cluster18S_581	Cluster18S_582	Cluster18S_585	Cluster18S_59	Cluster18S_590	Cluster18S_593	Cluster18S_594	Cluster18S_596	Cluster18S_597	Cluster18S_599	Cluster18S_6	Cluster18S_60	Cluster18S_601	Cluster18S_603	Cluster18S_604	Cluster18S_606	Cluster18S_607	Cluster18S_61	Cluster18S_614	Cluster18S_615	Cluster18S_618	Cluster18S_619	Cluster18S_62	Cluster18S_620	Cluster18S_624	Cluster18S_626	Cluster18S_627	Cluster18S_628	Cluster18S_63	Cluster18S_631	Cluster18S_632	Cluster18S_636	Cluster18S_637	Cluster18S_64	Cluster18S_640	Cluster18S_642	Cluster18S_645	Cluster18S_646	Cluster18S_648	Cluster18S_650	Cluster18S_655	Cluster18S_658	Cluster18S_66	Cluster18S_666	Cluster18S_667	Cluster18S_669	Cluster18S_67	Cluster18S_670	Cluster18S_675	Cluster18S_677	Cluster18S_678	Cluster18S_679	Cluster18S_68	Cluster18S_680	Cluster18S_681	Cluster18S_683	Cluster18S_684	Cluster18S_688	Cluster18S_689	Cluster18S_69	Cluster18S_691	Cluster18S_693	Cluster18S_694	Cluster18S_695	Cluster18S_696	Cluster18S_699	Cluster18S_7	Cluster18S_70	Cluster18S_701	Cluster18S_702	Cluster18S_703	Cluster18S_705	Cluster18S_708	Cluster18S_71	Cluster18S_710	Cluster18S_711	Cluster18S_712	Cluster18S_714	Cluster18S_715	Cluster18S_716	Cluster18S_718	Cluster18S_719	Cluster18S_72	Cluster18S_721	Cluster18S_722	Cluster18S_723	Cluster18S_727	Cluster18S_728	Cluster18S_73	Cluster18S_732	Cluster18S_735	Cluster18S_736	Cluster18S_737	Cluster18S_74	Cluster18S_740	Cluster18S_742	Cluster18S_743	Cluster18S_748	Cluster18S_75	Cluster18S_753	Cluster18S_756	Cluster18S_757	Cluster18S_758	Cluster18S_76	Cluster18S_763	Cluster18S_764	Cluster18S_766	Cluster18S_767	Cluster18S_769	Cluster18S_77	Cluster18S_771	Cluster18S_772	Cluster18S_773	Cluster18S_774	Cluster18S_777	Cluster18S_778	Cluster18S_78	Cluster18S_782	Cluster18S_784	Cluster18S_785	Cluster18S_789	Cluster18S_79	Cluster18S_790	Cluster18S_791	Cluster18S_792	Cluster18S_793	Cluster18S_794	Cluster18S_8	Cluster18S_80	Cluster18S_802	Cluster18S_806	Cluster18S_807	Cluster18S_808	Cluster18S_809	Cluster18S_81	Cluster18S_814	Cluster18S_815	Cluster18S_816	Cluster18S_822	Cluster18S_824	Cluster18S_825	Cluster18S_826	Cluster18S_832	Cluster18S_833	Cluster18S_835	Cluster18S_837	Cluster18S_838	Cluster18S_839	Cluster18S_84	Cluster18S_840	Cluster18S_841	Cluster18S_843	Cluster18S_847	Cluster18S_848	Cluster18S_849	Cluster18S_85	Cluster18S_850	Cluster18S_851	Cluster18S_856	Cluster18S_857	Cluster18S_858	Cluster18S_861	Cluster18S_864	Cluster18S_865	Cluster18S_866	Cluster18S_867	Cluster18S_87	Cluster18S_870	Cluster18S_872	Cluster18S_875	Cluster18S_876	Cluster18S_877	Cluster18S_878	Cluster18S_879	Cluster18S_88	Cluster18S_882	Cluster18S_883	Cluster18S_884	Cluster18S_885	Cluster18S_887	Cluster18S_890	Cluster18S_892	Cluster18S_896	Cluster18S_897	Cluster18S_899	Cluster18S_9	Cluster18S_90	Cluster18S_906	Cluster18S_909	Cluster18S_91	Cluster18S_911	Cluster18S_914	Cluster18S_918	Cluster18S_919	Cluster18S_920	Cluster18S_921	Cluster18S_922	Cluster18S_924	Cluster18S_925	Cluster18S_929	Cluster18S_93	Cluster18S_930	Cluster18S_935	Cluster18S_936	Cluster18S_94	Cluster18S_940	Cluster18S_942	Cluster18S_95	Cluster18S_951	Cluster18S_953	Cluster18S_957	Cluster18S_958	Cluster18S_959	Cluster18S_960	Cluster18S_961	Cluster18S_966	Cluster18S_970	Cluster18S_974	Cluster18S_976	Cluster18S_979	Cluster18S_98	Cluster18S_982	Cluster18S_983	Cluster18S_992	Cluster18S_999
ALST_EC	0	4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	5	0	0	48	1	1	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	4	0	0	0	5	0	0	2	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	49	0	0	0	0	0	0	0	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	53	0	2	0	0	0	0	48	0	0	21	0	0	145	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	20	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	16	0	0	0	0	1	0	0	0	0	44	11	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	50	0	0	2	0	1	0	0	0	0	0	0	6	0	0	0	0	871	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ALST_NC	0	3	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	21	0	0	0	0	0	139	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	2569	0	119	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	13	0	0	0	0	0	0	88	1	0	1	0	15	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	30	0	0	0	0	14	6	0	0	0	3	0	0	0	2	0	0	54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	55	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	26	0	0	0	0	0	0	0	1444	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	95	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0
AVIA_EC	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	0	0	0	65	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	8	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	4	0	0	7	0	2	0	0	0	0	0	0	0	0	44	0	0	0	0	0	5	0	0	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	324	0	0	0	0	0	0	0	13	0	0	0	0	0	0	37	0	0	0	0	0	85	0	2	0	0	5	288	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	1	59	0	151	0	0	0	1659	0	0	0	1	0	0	0	0	0	0	0	0	42	0	15	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	1	233	0	0	0	3	0	0	0	0	0	0	0	18	0	0	0	1	15	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	86	2	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	6	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	6	0	195	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	30	0	0	22	0	0	34	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	46	0	0	0	0	0	0	0	0	15	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	817	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0
AVIA_NC	2732	0	0	0	0	37	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0	0	14	0	0	91	0	0	0	0	22	0	0	3	0	0	0	0	0	1	0	1	0	28	0	0	2	0	0	94	0	0	0	0	0	0	1	0	0	0	0	33	0	0	0	0	1	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	190	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	31	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	29	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	84	2	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	52	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	33	0	0	0	49	34	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0
